date,ticker,return
2025-10-21,ROKU,0.012568
2025-10-21,RTX,0.076722
2025-10-21,SBAC,-0.000455
2025-10-21,SNAP,0.015524
2025-10-21,SO,-0.007063
2025-10-21,SOFI,0.002441
2025-10-21,TSLA,-0.010795
2025-10-21,UBER,-0.007150
2025-10-21,UNH,0.002442
2025-10-21,UPST,0.042612
2025-10-21,VRTX,0.017108
2025-10-21,WMT,-0.007753
2025-10-21,XOM,0.000089
2025-10-22,AAPL,-0.016440
2025-10-22,ABBV,-0.011712
2025-10-22,AES,-0.002095
2025-10-22,AFRM,-0.034367
2025-10-22,AMT,-0.006134
2025-10-22,AMZN,-0.018376
2025-10-22,APA,0.013729
2025-10-22,AVGO,-0.006887
2025-10-22,BAC,-0.008152
2025-10-22,CAT,-0.020471
2025-10-22,CELH,-0.028391
2025-10-22,COST,0.007659
2025-10-22,CVX,0.011574
2025-10-22,FCX,-0.012830
2025-10-22,GE,-0.028503
2025-10-22,GOOGL,0.004911
2025-10-22,GS,-0.018946
2025-10-22,HD,-0.004937
2025-10-22,JNJ,0.005524
2025-10-22,JPM,-0.010031
2025-10-22,KO,-0.005757
2025-10-22,LIN,-0.000355
2025-10-22,LLY,0.016084
2025-10-22,MCD,0.008553
2025-10-22,META,0.000191
2025-10-22,MP,-0.058157
2025-10-22,MRNA,-0.023281
2025-10-22,MSFT,0.005564
2025-10-22,NEE,-0.013692
2025-10-22,NEM,0.007994
2025-10-22,NFLX,-0.100681
2025-10-22,NVDA,-0.004858
2025-10-22,ORCL,-0.009050
2025-10-22,PLD,-0.000317
2025-10-22,PLTR,-0.033166
2025-10-22,RIVN,-0.021212
2025-10-22,RKLB,-0.073930
2025-10-22,ROKU,-0.014976
2025-10-22,RTX,0.028548
2025-10-22,SBAC,-0.001467
2025-10-22,SNAP,-0.010191
2025-10-22,SO,0.004948
2025-10-22,SOFI,-0.054261
2025-10-22,TSLA,-0.008202
2025-10-22,UBER,-0.008814
2025-10-22,UNH,-0.010619
2025-10-22,UPST,-0.037815
2025-10-22,VRTX,0.000399
2025-10-22,WMT,0.008661
2025-10-22,XOM,0.017745
2025-10-23,AAPL,0.004372
2025-10-23,ABBV,-0.001880
2025-10-23,AES,-0.006298
2025-10-23,AFRM,0.050188
2025-10-23,AMT,-0.004655
2025-10-23,AMZN,0.014407
2025-10-23,APA,0.075579
2025-10-23,AVGO,0.011725
2025-10-23,BAC,0.012916
2025-10-23,CAT,0.012823
2025-10-23,CELH,0.005682
2025-10-23,COST,-0.002784
2025-10-23,CVX,0.006364
2025-10-23,FCX,0.011035
2025-10-23,GE,0.028534
2025-10-23,GOOGL,0.005523
2025-10-23,GS,0.008300
2025-10-23,HD,-0.010129
2025-10-23,JNJ,-0.002436
2025-10-23,JPM,0.001462
2025-10-23,KO,-0.012286
2025-10-23,LIN,0.000356
2025-10-23,LLY,0.010598
2025-10-23,MCD,-0.010125
2025-10-23,META,0.000804
2025-10-23,MP,-0.019341
2025-10-23,MRNA,-0.022346
2025-10-23,MSFT,0.000038
2025-10-23,NEE,0.004949
2025-10-23,NEM,0.021837
2025-10-23,NFLX,-0.002490
2025-10-23,NVDA,0.010428
2025-10-23,ORCL,0.027177
2025-10-23,PLD,-0.001429
2025-10-23,PLTR,0.028435
2025-10-23,RIVN,0.013158
2025-10-23,RKLB,0.049616
2025-10-23,ROKU,0.023430
2025-10-23,RTX,0.008203
2025-10-23,SBAC,-0.006485
2025-10-23,SNAP,0.012870
2025-10-23,SO,-0.013644
2025-10-23,SOFI,0.032733
2025-10-23,TSLA,0.022803
2025-10-23,UBER,0.026028
2025-10-23,UNH,-0.002877
2025-10-23,UPST,0.034140
2025-10-23,VRTX,-0.008934
2025-10-23,WMT,-0.002613
2025-10-23,XOM,0.011071
2025-10-24,AAPL,0.012482
2025-10-24,ABBV,-0.001139
2025-10-24,AES,0.024648
2025-10-24,AFRM,-0.001986
2025-10-24,AMT,0.006411
2025-10-24,AMZN,0.014112
2025-10-24,APA,-0.032088
2025-10-24,AVGO,0.028581
2025-10-24,BAC,0.015649
2025-10-24,CAT,0.004284
2025-10-24,CELH,0.022599
2025-10-24,COST,-0.010520
2025-10-24,CVX,-0.006387
2025-10-24,FCX,0.003396
2025-10-24,GE,-0.008225
2025-10-24,GOOGL,0.027027
2025-10-24,GS,0.044087
2025-10-24,HD,0.004285
2025-10-24,JNJ,-0.010755
2025-10-24,JPM,0.020031
2025-10-24,KO,-0.003289
2025-10-24,LIN,-0.009065
2025-10-24,LLY,0.005371
2025-10-24,MCD,-0.003844
2025-10-24,META,0.005940
2025-10-24,MP,0.034478
2025-10-24,MRNA,0.018667
2025-10-24,MSFT,0.005859
2025-10-24,NEE,0.013934
2025-10-24,NEM,-0.062310
2025-10-24,NFLX,-0.016972
2025-10-24,NVDA,0.022508
2025-10-24,ORCL,0.011640
2025-10-24,PLD,0.005248
2025-10-24,PLTR,0.022994
2025-10-24,RIVN,-0.008403
2025-10-24,RKLB,0.015573
2025-10-24,ROKU,-0.020248
2025-10-24,RTX,-0.004403
2025-10-24,SBAC,0.013156
2025-10-24,SNAP,0.010165
2025-10-24,SO,-0.002808
2025-10-24,SOFI,0.033120
2025-10-24,TSLA,-0.033988
2025-10-24,UBER,-0.005708
2025-10-24,UNH,0.005687
2025-10-24,UPST,0.011324
2025-10-24,VRTX,-0.002934
2025-10-24,WMT,-0.006457
2025-10-24,XOM,-0.005087
2025-10-27,AAPL,0.022791
2025-10-27,ABBV,0.000175
2025-10-27,AES,-0.004124
2025-10-27,AFRM,0.014060
2025-10-27,AMT,-0.009346
2025-10-27,AMZN,0.012310
2025-10-27,APA,-0.020562
2025-10-27,AVGO,0.022365
2025-10-27,BAC,0.008560
2025-10-27,CAT,0.008303
2025-10-27,CELH,-0.017837
2025-10-27,COST,-0.002457
2025-10-27,CVX,-0.001800
2025-10-27,FCX,-0.006526
2025-10-27,GE,0.029519
2025-10-27,GOOGL,0.035973
2025-10-27,GS,0.007795
2025-10-27,HD,-0.003646
2025-10-27,JNJ,-0.000525
2025-10-27,JPM,0.012349
2025-10-27,KO,0.005021
2025-10-27,LIN,-0.002646
2025-10-27,LLY,0.001163
2025-10-27,MCD,0.013768
2025-10-27,META,0.016875
2025-10-27,MP,-0.074001
2025-10-27,MRNA,-0.002992
2025-10-27,MSFT,0.015107
2025-10-27,NEE,0.019192
2025-10-27,NEM,-0.056855
2025-10-27,NFLX,-0.000119
2025-10-27,NVDA,0.028079
2025-10-27,ORCL,-0.006812
2025-10-27,PLD,0.005141
2025-10-27,PLTR,0.024644
2025-10-27,RIVN,0.033128
2025-10-27,RKLB,0.016419
2025-10-27,ROKU,0.026171
2025-10-27,RTX,0.003303
2025-10-27,SBAC,-0.006946
2025-10-27,SNAP,-0.005031
2025-10-27,SO,-0.005006
2025-10-27,SOFI,0.034126
2025-10-27,TSLA,0.043115
2025-10-27,UBER,0.024981
2025-10-27,UNH,0.009600
2025-10-27,UPST,0.000949
2025-10-27,VRTX,-0.002895
2025-10-27,WMT,-0.016012
2025-10-27,XOM,0.004766
2025-10-28,AAPL,0.000707
